database,description
phenotype_Human_Phenotype_Ontology,Hypoglycemic coma
phenotype_Human_Phenotype_Ontology,Encephalocele
phenotype_Human_Phenotype_Ontology,Cephalocele
phenotype_Human_Phenotype_Ontology,Carcinoid tumor
phenotype_Human_Phenotype_Ontology,Long nose
phenotype_Human_Phenotype_Ontology,Abnormality of dermal melanosomes
phenotype_Human_Phenotype_Ontology,Minimal change glomerulonephritis
phenotype_Human_Phenotype_Ontology,Abnormality of the posterior cranial fossa
phenotype_Human_Phenotype_Ontology,Spinal cord lesion
phenotype_Human_Phenotype_Ontology,Positive Romberg sign
phenotype_Human_Phenotype_Ontology,Hypoplasia of the vagina
phenotype_Human_Phenotype_Ontology,Orofacial dyskinesia
phenotype_Human_Phenotype_Ontology,Atlantoaxial abnormality
phenotype_Human_Phenotype_Ontology,Obstructive sleep apnea
phenotype_Human_Phenotype_Ontology,Congenital nystagmus
phenotype_Human_Phenotype_Ontology,Delayed ability to walk
phenotype_Human_Phenotype_Ontology,Keratoconus
phenotype_Human_Phenotype_Ontology,Increased corneal curvature
phenotype_Human_Phenotype_Ontology,Motor axonal neuropathy
phenotype_Human_Phenotype_Ontology,Hyperkinesis
phenotype_Human_Phenotype_Ontology,Gastrointestinal stroma tumor
phenotype_Human_Phenotype_Ontology,Supranuclear gaze palsy
phenotype_Human_Phenotype_Ontology,Abnormality of color vision
phenotype_Human_Phenotype_Ontology,Abnormality of the sense of smell
phenotype_Human_Phenotype_Ontology,Recurrent opportunistic infections
phenotype_Human_Phenotype_Ontology,Opportunistic infection
phenotype_Human_Phenotype_Ontology,Impaired horizontal smooth pursuit
phenotype_Human_Phenotype_Ontology,Back pain
phenotype_Human_Phenotype_Ontology,Abnormal libido
phenotype_Human_Phenotype_Ontology,Severe short-limb dwarfism
phenotype_Human_Phenotype_Ontology,Band keratopathy
phenotype_Human_Phenotype_Ontology,Thick cerebral cortex
phenotype_Human_Phenotype_Ontology,Cerebral berry aneurysm
phenotype_Human_Phenotype_Ontology,Action tremor
phenotype_Human_Phenotype_Ontology,Upslanted palpebral fissure
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the 2nd finger
phenotype_Human_Phenotype_Ontology,Short 2nd finger
phenotype_Human_Phenotype_Ontology,Thyroid agenesis
phenotype_Human_Phenotype_Ontology,Long foot
phenotype_Human_Phenotype_Ontology,Submucous cleft hard palate
phenotype_Human_Phenotype_Ontology,Submucous cleft of soft and hard palate
phenotype_Human_Phenotype_Ontology,Agenesis of incisor
phenotype_Human_Phenotype_Ontology,Arnold-Chiari malformation
phenotype_Human_Phenotype_Ontology,Tetraplegia/tetraparesis
phenotype_Human_Phenotype_Ontology,Limb myoclonus
phenotype_Human_Phenotype_Ontology,Abnormality of dental color
phenotype_Human_Phenotype_Ontology,Progressive sensorineural hearing impairment
phenotype_Human_Phenotype_Ontology,Retinal flecks
phenotype_Human_Phenotype_Ontology,EEG with polyspike wave complexes
phenotype_Human_Phenotype_Ontology,Parakeratosis
phenotype_Human_Phenotype_Ontology,Abnormal arterial physiology
phenotype_Human_Phenotype_Ontology,Prelingual sensorineural hearing impairment
phenotype_Human_Phenotype_Ontology,Decreased corneal thickness
phenotype_Human_Phenotype_Ontology,Pulmonary artery aneurysm
phenotype_Human_Phenotype_Ontology,Resting tremor
phenotype_Human_Phenotype_Ontology,Metabolic alkalosis
phenotype_Human_Phenotype_Ontology,Deep palmar crease
phenotype_Human_Phenotype_Ontology,Short chin
phenotype_Human_Phenotype_Ontology,Hypoplastic labia majora
phenotype_Human_Phenotype_Ontology,Arterial tortuosity
phenotype_Human_Phenotype_Ontology,Severe global developmental delay
phenotype_Human_Phenotype_Ontology,Hydroxyprolinuria
phenotype_Human_Phenotype_Ontology,Sinus tachycardia
phenotype_Human_Phenotype_Ontology,Muscle fiber cytoplasmatic inclusion bodies
phenotype_Human_Phenotype_Ontology,Generalized tonic seizures
phenotype_Human_Phenotype_Ontology,Choking episodes
phenotype_Human_Phenotype_Ontology,Rhabdomyosarcoma
phenotype_Human_Phenotype_Ontology,Frontalis muscle weakness
phenotype_Human_Phenotype_Ontology,Episodic respiratory distress
phenotype_Human_Phenotype_Ontology,Narrow jaw
phenotype_Human_Phenotype_Ontology,Abnormality of occipitofrontalis muscle
phenotype_Human_Phenotype_Ontology,Abnormality of frontalis muscle belly
phenotype_Human_Phenotype_Ontology,Pseudoepiphyses of hand bones
phenotype_Human_Phenotype_Ontology,Renovascular hypertension
phenotype_Human_Phenotype_Ontology,Loss of speech
phenotype_Human_Phenotype_Ontology,Adrenocorticotropic hormone deficiency
phenotype_Human_Phenotype_Ontology,Nasal regurgitation
phenotype_Human_Phenotype_Ontology,Insomnia
phenotype_Human_Phenotype_Ontology,Type 1 fibers relatively smaller than type 2 fibers
phenotype_Human_Phenotype_Ontology,Prominent fingertip pads
phenotype_Human_Phenotype_Ontology,Prominent digit pad
phenotype_Human_Phenotype_Ontology,Progeroid facial appearance
phenotype_Human_Phenotype_Ontology,Shortening of all middle phalanges of the fingers
phenotype_Human_Phenotype_Ontology,Neuroendocrine neoplasm
phenotype_Human_Phenotype_Ontology,Recurrent bacterial skin infections
phenotype_Human_Phenotype_Ontology,Spinal deformities
phenotype_Human_Phenotype_Ontology,Abnormality of the musculature of the hand
phenotype_Human_Phenotype_Ontology,Toenail dysplasia
phenotype_Human_Phenotype_Ontology,Macular hypoplasia
phenotype_Human_Phenotype_Ontology,Abnormality of chromosome segregation
phenotype_Human_Phenotype_Ontology,Facial cleft
phenotype_Human_Phenotype_Ontology,Increased IgE level
phenotype_Human_Phenotype_Ontology,Vitamin K deficiency
phenotype_Human_Phenotype_Ontology,Abnormality of vitamin K metabolism
phenotype_Human_Phenotype_Ontology,Occipital meningocele
phenotype_Human_Phenotype_Ontology,Hypoplasia of the pons
phenotype_Human_Phenotype_Ontology,Carcinoma
phenotype_Human_Phenotype_Ontology,Epithelial neoplasm
phenotype_Human_Phenotype_Ontology,Foot oligodactyly
phenotype_Human_Phenotype_Ontology,Senile plaques
phenotype_Human_Phenotype_Ontology,Decreased urine output
phenotype_Human_Phenotype_Ontology,Oliguria
phenotype_Human_Phenotype_Ontology,Abnormality of the gastric mucosa
phenotype_Human_Phenotype_Ontology,Interrupted aortic arch
phenotype_Human_Phenotype_Ontology,Multicystic kidney dysplasia
phenotype_Human_Phenotype_Ontology,Anodontia
phenotype_Human_Phenotype_Ontology,Excessive daytime sleepiness
phenotype_Human_Phenotype_Ontology,Redundant neck skin
phenotype_Human_Phenotype_Ontology,Decreased fertility in males
phenotype_Human_Phenotype_Ontology,Short sternum
phenotype_Human_Phenotype_Ontology,Hypokalemic alkalosis
phenotype_Human_Phenotype_Ontology,Dysmetria
phenotype_Human_Phenotype_Ontology,Neoplasm of the ear
phenotype_Human_Phenotype_Ontology,Renal phosphate wasting
phenotype_Human_Phenotype_Ontology,Bladder neoplasm
phenotype_Human_Phenotype_Ontology,Intention tremor
phenotype_Human_Phenotype_Ontology,Abnormal bowel sounds
phenotype_Human_Phenotype_Ontology,Mitral stenosis
phenotype_Human_Phenotype_Ontology,Lumbar hyperlordosis
phenotype_Human_Phenotype_Ontology,Amyloidosis
phenotype_Human_Phenotype_Ontology,Mottled pigmentation
phenotype_Human_Phenotype_Ontology,Abnormal shape of the occiput
phenotype_Human_Phenotype_Ontology,Breech presentation
phenotype_Human_Phenotype_Ontology,Eczema
phenotype_Human_Phenotype_Ontology,Posterior polar cataract
phenotype_Human_Phenotype_Ontology,Abnormality of calcium-phosphate metabolism
phenotype_Human_Phenotype_Ontology,Acute respiratory tract infection
phenotype_Human_Phenotype_Ontology,Bronchiolitis
phenotype_Human_Phenotype_Ontology,Absent palmar crease
phenotype_Human_Phenotype_Ontology,"Ambiguous genitalia, female"
phenotype_Human_Phenotype_Ontology,Saccadic smooth pursuit
phenotype_Human_Phenotype_Ontology,Annular pancreas
phenotype_Human_Phenotype_Ontology,Easy fatigability
phenotype_Human_Phenotype_Ontology,Difficulty in tongue movements
phenotype_Human_Phenotype_Ontology,Restrictive behavior
phenotype_Human_Phenotype_Ontology,Narrow internal auditory canal
phenotype_Human_Phenotype_Ontology,Elevated circulating parathyroid hormone level
phenotype_Human_Phenotype_Ontology,Craniofacial asymmetry
phenotype_Human_Phenotype_Ontology,Mitten deformity
phenotype_Human_Phenotype_Ontology,Dandy-Walker malformation
phenotype_Human_Phenotype_Ontology,Sandal gap
phenotype_Human_Phenotype_Ontology,Posterior subcapsular cataract
phenotype_Human_Phenotype_Ontology,Multiple prenatal fractures
phenotype_Human_Phenotype_Ontology,Ureteropelvic junction obstruction
phenotype_Human_Phenotype_Ontology,Deep plantar creases
phenotype_Human_Phenotype_Ontology,Occipital myelomeningocele
phenotype_Human_Phenotype_Ontology,Macrothrombocytopenia
phenotype_Human_Phenotype_Ontology,Gingivitis
phenotype_Human_Phenotype_Ontology,Prominent metopic ridge
phenotype_Human_Phenotype_Ontology,Epicanthus inversus
phenotype_Human_Phenotype_Ontology,Sound sensitivity
phenotype_Human_Phenotype_Ontology,Peripheral pulmonary artery stenosis
phenotype_Human_Phenotype_Ontology,Abnormality of visual evoked potentials
phenotype_Human_Phenotype_Ontology,Overfriendliness
phenotype_Human_Phenotype_Ontology,Grammar-specific speech disorder
phenotype_Human_Phenotype_Ontology,Temporal cortical atrophy
phenotype_Human_Phenotype_Ontology,Alexia
phenotype_Human_Phenotype_Ontology,Spoken Word Recognition Deficit
phenotype_Human_Phenotype_Ontology,Glossoptosis
phenotype_Human_Phenotype_Ontology,Endocarditis
phenotype_Human_Phenotype_Ontology,Abnormal number of erythroid precursors
phenotype_Human_Phenotype_Ontology,Abnormal size of pituitary gland
phenotype_Human_Phenotype_Ontology,Epibulbar dermoid
phenotype_Human_Phenotype_Ontology,Abnormality of urine catecholamine concentration
phenotype_Human_Phenotype_Ontology,Elevated urinary catecholamines
phenotype_Human_Phenotype_Ontology,Supernumerary nipple
phenotype_Human_Phenotype_Ontology,Pyridoxine-responsive sideroblastic anemia
phenotype_Human_Phenotype_Ontology,Unilateral cryptorchidism
phenotype_Human_Phenotype_Ontology,EEG with continuous slow activity
phenotype_Human_Phenotype_Ontology,Abulia
phenotype_Human_Phenotype_Ontology,Collectionism
phenotype_Human_Phenotype_Ontology,Emotional blunting
phenotype_Human_Phenotype_Ontology,Hypoperistalsis
phenotype_Human_Phenotype_Ontology,Frontotemporal cerebral atrophy
phenotype_Human_Phenotype_Ontology,Amblyopia
phenotype_Human_Phenotype_Ontology,Widened posterior fossa
phenotype_Human_Phenotype_Ontology,Abnormality of the labia majora
phenotype_Human_Phenotype_Ontology,Adrenal hyperplasia
phenotype_Human_Phenotype_Ontology,Drowsiness
phenotype_Human_Phenotype_Ontology,Branchial anomaly
phenotype_Human_Phenotype_Ontology,Abnormal morphology of the radius
phenotype_Human_Phenotype_Ontology,Precocious atherosclerosis
phenotype_Human_Phenotype_Ontology,Neonatal death
phenotype_Human_Phenotype_Ontology,Focal segmental glomerulosclerosis
phenotype_Human_Phenotype_Ontology,Abnormal serum insulin-like growth factor 1 level
phenotype_Human_Phenotype_Ontology,Tractional retinal detachment
phenotype_Human_Phenotype_Ontology,Xanthelasma
phenotype_Human_Phenotype_Ontology,Nodular changes affecting the eyelids
phenotype_Human_Phenotype_Ontology,Germinoma
phenotype_Human_Phenotype_Ontology,Furrowed tongue
phenotype_Human_Phenotype_Ontology,Exotropia
phenotype_Human_Phenotype_Ontology,Exodeviation
phenotype_Human_Phenotype_Ontology,Glossitis
phenotype_Human_Phenotype_Ontology,Tendon xanthomatosis
phenotype_Human_Phenotype_Ontology,Abnormal sex determination
phenotype_Human_Phenotype_Ontology,Gastroparesis
phenotype_Human_Phenotype_Ontology,Uterine rupture
phenotype_Human_Phenotype_Ontology,Abnormal atrioventricular valve physiology
phenotype_Human_Phenotype_Ontology,2-3 finger syndactyly
phenotype_Human_Phenotype_Ontology,Wide nose
phenotype_Human_Phenotype_Ontology,Decreased circulating androgen level
phenotype_Human_Phenotype_Ontology,Reduced ejection fraction
phenotype_Human_Phenotype_Ontology,Calcification of cartilage
phenotype_Human_Phenotype_Ontology,Retinal arteriolar tortuosity
phenotype_Human_Phenotype_Ontology,Hypoplasia of the fovea
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the fovea
phenotype_Human_Phenotype_Ontology,Abnormality of vitamin E metabolism
phenotype_Human_Phenotype_Ontology,Abnormal breath sound
phenotype_Human_Phenotype_Ontology,Short stepped shuffling gait
phenotype_Human_Phenotype_Ontology,Vitamin E deficiency
phenotype_Human_Phenotype_Ontology,Nephrotic syndrome
phenotype_Human_Phenotype_Ontology,Scaphocephaly
phenotype_Human_Phenotype_Ontology,Edema of the lower limbs
phenotype_Human_Phenotype_Ontology,Lack of insight
phenotype_Human_Phenotype_Ontology,Calvarial hyperostosis
phenotype_Human_Phenotype_Ontology,Narrow foramen obturatorium
phenotype_Human_Phenotype_Ontology,Abnormal peristalsis
phenotype_Human_Phenotype_Ontology,Patchy palmoplantar keratoderma
phenotype_Human_Phenotype_Ontology,Pes valgus
phenotype_Human_Phenotype_Ontology,Impaired visuospatial constructive cognition
phenotype_Human_Phenotype_Ontology,Retinal dysplasia
phenotype_Human_Phenotype_Ontology,Adrenocortical carcinoma
phenotype_Human_Phenotype_Ontology,Limb ataxia
phenotype_Human_Phenotype_Ontology,Death in infancy
phenotype_Human_Phenotype_Ontology,Aplastic clavicle
phenotype_Human_Phenotype_Ontology,Broad jaw
phenotype_Human_Phenotype_Ontology,Macrogyria
phenotype_Human_Phenotype_Ontology,Urogenital sinus anomaly
phenotype_Human_Phenotype_Ontology,Left atrial enlargement
phenotype_Human_Phenotype_Ontology,Delusions
phenotype_Human_Phenotype_Ontology,Pancreatic adenocarcinoma
phenotype_Human_Phenotype_Ontology,Broad distal phalanx of finger
phenotype_Human_Phenotype_Ontology,Persistence of hemoglobin F
phenotype_Human_Phenotype_Ontology,Abnormality of the metopic suture
phenotype_Human_Phenotype_Ontology,Duplicated collecting system
phenotype_Human_Phenotype_Ontology,Cystic renal dysplasia
phenotype_Human_Phenotype_Ontology,Abnormal saccadic eye movements
phenotype_Human_Phenotype_Ontology,Abnormal branching pattern of the aortic arch
phenotype_Human_Phenotype_Ontology,Tricuspid atresia
phenotype_Human_Phenotype_Ontology,Interstitial pulmonary abnormality
phenotype_Human_Phenotype_Ontology,Pulmonary insufficiency
phenotype_Human_Phenotype_Ontology,Punctate cataract
phenotype_Human_Phenotype_Ontology,Diffuse cerebral atrophy
phenotype_Human_Phenotype_Ontology,Metaphyseal sclerosis
phenotype_Human_Phenotype_Ontology,Neurofibrillary tangles
phenotype_Human_Phenotype_Ontology,Malar prominence
phenotype_Human_Phenotype_Ontology,Striae distensae
phenotype_Human_Phenotype_Ontology,Progressive psychomotor deterioration
phenotype_Human_Phenotype_Ontology,Midline defect of the nose
phenotype_Human_Phenotype_Ontology,Laryngospasm
phenotype_Human_Phenotype_Ontology,Aortic atherosclerosis
phenotype_Human_Phenotype_Ontology,Cerebral venous thrombosis
phenotype_Human_Phenotype_Ontology,Distal arthrogryposis
phenotype_Human_Phenotype_Ontology,Subcapsular cataract
phenotype_Human_Phenotype_Ontology,Sea-blue histiocytosis
phenotype_Human_Phenotype_Ontology,Orchitis
phenotype_Human_Phenotype_Ontology,Broad ribs
phenotype_Human_Phenotype_Ontology,Basal ganglia calcification
phenotype_Human_Phenotype_Ontology,Infertility
phenotype_Human_Phenotype_Ontology,Slow saccadic eye movements
phenotype_Human_Phenotype_Ontology,Shallow orbits
phenotype_Human_Phenotype_Ontology,Abnormality of bony orbit of skull
phenotype_Human_Phenotype_Ontology,Petechiae
phenotype_Human_Phenotype_Ontology,Abnormalities of placenta or umbilical cord
phenotype_Human_Phenotype_Ontology,Narrow face
phenotype_Human_Phenotype_Ontology,Orthostatic hypotension due to autonomic dysfunction
phenotype_Human_Phenotype_Ontology,Abnormality of the nasal septum
phenotype_Human_Phenotype_Ontology,Abnormal breast physiology
phenotype_Human_Phenotype_Ontology,Galactorrhea
phenotype_Human_Phenotype_Ontology,Decreased testosterone in males
phenotype_Human_Phenotype_Ontology,Symphalangism affecting the phalanges of the hand
phenotype_Human_Phenotype_Ontology,Abnormal ST segment
phenotype_Human_Phenotype_Ontology,Polydipsia
phenotype_Human_Phenotype_Ontology,Abnormal drinking behavior
phenotype_Human_Phenotype_Ontology,Progressive external ophthalmoplegia
phenotype_Human_Phenotype_Ontology,Nystagmus-induced head nodding
phenotype_Human_Phenotype_Ontology,Gait imbalance
phenotype_Human_Phenotype_Ontology,Cerebral amyloid angiopathy
phenotype_Human_Phenotype_Ontology,Dysmetric saccades
phenotype_Human_Phenotype_Ontology,Abnormal head movements
phenotype_Human_Phenotype_Ontology,Hypoproteinemia
phenotype_Human_Phenotype_Ontology,Aspiration
phenotype_Human_Phenotype_Ontology,Decreased calvarial ossification
phenotype_Human_Phenotype_Ontology,Narrow greater sacrosciatic notches
phenotype_Human_Phenotype_Ontology,Abnormality of the greater sacrosciatic notch
phenotype_Human_Phenotype_Ontology,Narrow iliac wings
phenotype_Human_Phenotype_Ontology,Finger symphalangism
phenotype_Human_Phenotype_Ontology,Pulmonary hemorrhage
phenotype_Human_Phenotype_Ontology,Scotoma
phenotype_Human_Phenotype_Ontology,Pelvic kidney
phenotype_Human_Phenotype_Ontology,Acantholysis
phenotype_Human_Phenotype_Ontology,Normochromic anemia
phenotype_Human_Phenotype_Ontology,Congenital ichthyosiform erythroderma
phenotype_Human_Phenotype_Ontology,Sensory axonal neuropathy
phenotype_Human_Phenotype_Ontology,Unilateral cleft lip
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the eyelid
phenotype_Human_Phenotype_Ontology,Insulin-resistant diabetes mellitus at puberty
phenotype_Human_Phenotype_Ontology,Distal symphalangism
phenotype_Human_Phenotype_Ontology,Renal salt wasting
phenotype_Human_Phenotype_Ontology,Horizontal eyebrow
phenotype_Human_Phenotype_Ontology,Limited wrist extension
phenotype_Human_Phenotype_Ontology,Abnormal HDL cholesterol concentration
phenotype_Human_Phenotype_Ontology,Inspiratory stridor
phenotype_Human_Phenotype_Ontology,Flat cornea
phenotype_Human_Phenotype_Ontology,Parathyroid dysgenesis
phenotype_Human_Phenotype_Ontology,Profound global developmental delay
phenotype_Human_Phenotype_Ontology,Jerky ocular pursuit movements
phenotype_Human_Phenotype_Ontology,Dilated fourth ventricle
phenotype_Human_Phenotype_Ontology,Abnormality of the fourth ventricle
phenotype_Human_Phenotype_Ontology,Adrenogenital syndrome
phenotype_Human_Phenotype_Ontology,Pulmonary artery dilatation
phenotype_Human_Phenotype_Ontology,Abnormal parietal bone morphology
phenotype_Human_Phenotype_Ontology,Germ cell neoplasia
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the palmar creases
phenotype_Human_Phenotype_Ontology,Fatigable weakness of swallowing muscles
phenotype_Human_Phenotype_Ontology,Irregular femoral epiphysis
phenotype_Human_Phenotype_Ontology,Abnormality of earlobe
phenotype_Human_Phenotype_Ontology,Ankle contracture
phenotype_Human_Phenotype_Ontology,Abnormality of glycoprotein metabolism
phenotype_Human_Phenotype_Ontology,Abnormality of the calcaneus
phenotype_Human_Phenotype_Ontology,Rough bone trabeculation
phenotype_Human_Phenotype_Ontology,Progressive proximal muscle weakness
phenotype_Human_Phenotype_Ontology,Dysgerminoma
phenotype_Human_Phenotype_Ontology,Increased serum iron
phenotype_Human_Phenotype_Ontology,Distal lower limb amyotrophy
phenotype_Human_Phenotype_Ontology,Arterial dissection
phenotype_Human_Phenotype_Ontology,Periodontitis
phenotype_Human_Phenotype_Ontology,Acral ulceration
phenotype_Human_Phenotype_Ontology,Digital ulcer
phenotype_Human_Phenotype_Ontology,Male infertility
phenotype_Human_Phenotype_Ontology,Stomatocytosis
phenotype_Human_Phenotype_Ontology,Ulnar bowing
phenotype_Human_Phenotype_Ontology,Dyslexia
phenotype_Human_Phenotype_Ontology,Abnormal platelet morphology
phenotype_Human_Phenotype_Ontology,Mood swings
phenotype_Human_Phenotype_Ontology,Lewy bodies
phenotype_Human_Phenotype_Ontology,Overriding aorta
phenotype_Human_Phenotype_Ontology,Portal vein thrombosis
phenotype_Human_Phenotype_Ontology,Abnormal serum testosterone level
phenotype_Human_Phenotype_Ontology,Chronic kidney disease
phenotype_Human_Phenotype_Ontology,Pectoral muscle hypoplasia/aplasia
phenotype_Human_Phenotype_Ontology,Male hypogonadism
phenotype_Human_Phenotype_Ontology,Tachycardia
phenotype_Human_Phenotype_Ontology,Acetabular spurs
phenotype_Human_Phenotype_Ontology,Preeclampsia
phenotype_Human_Phenotype_Ontology,Hypokalemia
phenotype_Human_Phenotype_Ontology,Rieger anomaly
phenotype_Human_Phenotype_Ontology,Abnormality of DNA repair
phenotype_Human_Phenotype_Ontology,Abnormality of the choroid plexus
phenotype_Human_Phenotype_Ontology,Abnormal placental size
phenotype_Human_Phenotype_Ontology,Abnormal hair whorl
phenotype_Human_Phenotype_Ontology,Long palpebral fissure
phenotype_Human_Phenotype_Ontology,Foot acroosteolysis
phenotype_Human_Phenotype_Ontology,Osteolytic defects of the phalanges of the toes
phenotype_Human_Phenotype_Ontology,Systemic lupus erythematosus
phenotype_Human_Phenotype_Ontology,Abnormality of purine metabolism
phenotype_Human_Phenotype_Ontology,Impaired mastication
phenotype_Human_Phenotype_Ontology,Cytochrome C oxidase-negative muscle fibers
phenotype_Human_Phenotype_Ontology,Frontotemporal dementia
phenotype_Human_Phenotype_Ontology,Photosensitive tonic-clonic seizures
phenotype_Human_Phenotype_Ontology,Acromicria
phenotype_Human_Phenotype_Ontology,Diffuse cerebellar atrophy
phenotype_Human_Phenotype_Ontology,Aplasia involving bones of the lower limbs
phenotype_Human_Phenotype_Ontology,Poor gross motor coordination
phenotype_Human_Phenotype_Ontology,Peripheral visual field loss
phenotype_Human_Phenotype_Ontology,Abnormal lower motor neuron morphology
phenotype_Human_Phenotype_Ontology,Hand muscle atrophy
phenotype_Human_Phenotype_Ontology,Myocardial fibrosis
phenotype_Human_Phenotype_Ontology,Congenital stationary night blindness
phenotype_Human_Phenotype_Ontology,Pituitary growth hormone cell adenoma
phenotype_Human_Phenotype_Ontology,Hand muscle weakness
phenotype_Human_Phenotype_Ontology,Congenital hypothyroidism
phenotype_Human_Phenotype_Ontology,Increased endomysial connective tissue
phenotype_Human_Phenotype_Ontology,Underdeveloped supraorbital ridges
phenotype_Human_Phenotype_Ontology,Broad palm
phenotype_Human_Phenotype_Ontology,Supernumerary ribs
phenotype_Human_Phenotype_Ontology,Chondrocalcinosis
phenotype_Human_Phenotype_Ontology,Oral ulcer
phenotype_Human_Phenotype_Ontology,Delayed epiphyseal ossification
phenotype_Human_Phenotype_Ontology,High-frequency hearing impairment
phenotype_Human_Phenotype_Ontology,Tachypnea
phenotype_Human_Phenotype_Ontology,Gonadal dysgenesis
phenotype_Human_Phenotype_Ontology,Apraxia
phenotype_Human_Phenotype_Ontology,Decreased serum estradiol
phenotype_Human_Phenotype_Ontology,Fatigable weakness of respiratory muscles
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the 5th metacarpal
phenotype_Human_Phenotype_Ontology,Short 5th metacarpal
phenotype_Human_Phenotype_Ontology,Maturity-onset diabetes of the young
phenotype_Human_Phenotype_Ontology,Toxemia of pregnancy
phenotype_Human_Phenotype_Ontology,Secundum atrial septal defect
phenotype_Human_Phenotype_Ontology,Motor aphasia
phenotype_Human_Phenotype_Ontology,Constriction of peripheral visual field
phenotype_Human_Phenotype_Ontology,Narrow forehead
phenotype_Human_Phenotype_Ontology,Elevated tissue non-specific alkaline phosphatase
phenotype_Human_Phenotype_Ontology,Fetal distress
phenotype_Human_Phenotype_Ontology,Broad nail
phenotype_Human_Phenotype_Ontology,Embryonal renal neoplasm
phenotype_Human_Phenotype_Ontology,Paranoia
phenotype_Human_Phenotype_Ontology,Hypometric saccades
phenotype_Human_Phenotype_Ontology,Dysesthesia
phenotype_Human_Phenotype_Ontology,Hyperacusis
phenotype_Human_Phenotype_Ontology,Red-green dyschromatopsia
phenotype_Human_Phenotype_Ontology,Gonadoblastoma
phenotype_Human_Phenotype_Ontology,Weak voice
phenotype_Human_Phenotype_Ontology,Paroxysmal atrial fibrillation
phenotype_Human_Phenotype_Ontology,Muscle fiber tubular inclusions
phenotype_Human_Phenotype_Ontology,Apathy
phenotype_Human_Phenotype_Ontology,Intrahepatic cholestasis
phenotype_Human_Phenotype_Ontology,Abnormal liver physiology
phenotype_Human_Phenotype_Ontology,Abnormality of circulating adrenocorticotropin level
phenotype_Human_Phenotype_Ontology,Malnutrition
phenotype_Human_Phenotype_Ontology,Diminished motivation
phenotype_Human_Phenotype_Ontology,Low hanging columella
phenotype_Human_Phenotype_Ontology,Abnormal echocardiogram
phenotype_Human_Phenotype_Ontology,Short umbilical cord
phenotype_Human_Phenotype_Ontology,Decreased lacrimation
phenotype_Human_Phenotype_Ontology,Biliary tract neoplasm
phenotype_Human_Phenotype_Ontology,Papillary renal cell carcinoma
phenotype_Human_Phenotype_Ontology,Accelerated atherosclerosis
phenotype_Human_Phenotype_Ontology,Supernumerary bones of the axial skeleton
phenotype_Human_Phenotype_Ontology,Oculomotor apraxia
phenotype_Human_Phenotype_Ontology,Increased level of L-fucose in urine
phenotype_Human_Phenotype_Ontology,Generalized neonatal hypotonia
phenotype_Human_Phenotype_Ontology,Attenuation of retinal blood vessels
phenotype_Human_Phenotype_Ontology,Tubular atrophy
phenotype_Human_Phenotype_Ontology,Retrobulbar optic neuritis
phenotype_Human_Phenotype_Ontology,Response to drugs acting on neuromuscular transmission
phenotype_Human_Phenotype_Ontology,Truncus arteriosus
phenotype_Human_Phenotype_Ontology,Pituitary prolactin cell adenoma
phenotype_Human_Phenotype_Ontology,Osteolysis involving bones of the feet
phenotype_Human_Phenotype_Ontology,Osteolysis involving bones of the lower limbs
phenotype_Human_Phenotype_Ontology,Adrenocorticotropin deficient adrenal insufficiency
phenotype_Human_Phenotype_Ontology,Mastoiditis
phenotype_Human_Phenotype_Ontology,Abnormality of the talus
phenotype_Human_Phenotype_Ontology,Abnormality of the placenta
phenotype_Human_Phenotype_Ontology,Fasting hyperinsulinemia
phenotype_Human_Phenotype_Ontology,Tubulointerstitial fibrosis
phenotype_Human_Phenotype_Ontology,Renal fibrosis
phenotype_Human_Phenotype_Ontology,Anomalous pulmonary venous return
phenotype_Human_Phenotype_Ontology,Abnormal circulating follicle-stimulating hormone level
phenotype_Human_Phenotype_Ontology,Hypoplastic labia minora
phenotype_Human_Phenotype_Ontology,Rectal abscess
phenotype_Human_Phenotype_Ontology,Lower limb amyotrophy
phenotype_Human_Phenotype_Ontology,Aplasia/Hypoplasia of the vagina
phenotype_Human_Phenotype_Ontology,Prominent nasolabial fold
phenotype_Human_Phenotype_Ontology,Abnormality of the nasolabial region
phenotype_Human_Phenotype_Ontology,Global brain atrophy
phenotype_Human_Phenotype_Ontology,Hypolipidemia
phenotype_Human_Phenotype_Ontology,Generalized limb muscle atrophy
phenotype_Human_Phenotype_Ontology,Pseudohypoparathyroidism
phenotype_Human_Phenotype_Ontology,Death in childhood
phenotype_Human_Phenotype_Ontology,Chronic myelogenous leukemia
phenotype_Human_Phenotype_Ontology,Fatigable weakness of bulbar muscles
phenotype_Human_Phenotype_Ontology,Naevus flammeus of the eyelid
phenotype_Human_Phenotype_Ontology,Renal steatosis
phenotype_Human_Phenotype_Ontology,Perseveration
phenotype_Human_Phenotype_Ontology,Toe clinodactyly
phenotype_Human_Phenotype_Ontology,Decreased serum leptin
phenotype_Human_Phenotype_Ontology,Abnormality of circulating leptin level
phenotype_Human_Phenotype_Ontology,Abnormal globus pallidus morphology
